file,original_snr,new_snr
noisy7_SNRdb_40.0_clnsp7.wav,40.0,27.7193888662909
noisy8_SNRdb_0.0_clnsp8.wav,0.0,23.754292319637294
noisy8_SNRdb_10.0_clnsp8.wav,10.0,25.315080409021444
noisy8_SNRdb_20.0_clnsp8.wav,20.0,27.075161407155292
noisy8_SNRdb_30.0_clnsp8.wav,30.0,26.843209749437197
noisy8_SNRdb_40.0_clnsp8.wav,40.0,25.62040967394056
noisy9_SNRdb_0.0_clnsp9.wav,0.0,17.91477841509047
noisy9_SNRdb_10.0_clnsp9.wav,10.0,24.7670752145458
noisy9_SNRdb_20.0_clnsp9.wav,20.0,26.507517602172157
noisy9_SNRdb_30.0_clnsp9.wav,30.0,28.37182914334838
noisy9_SNRdb_40.0_clnsp9.wav,40.0,27.849404598308443
