file,original_snr,new_snr
noisy10_SNRdb_0.0_clnsp10.wav,0.0,7.98567619628548
noisy10_SNRdb_10.0_clnsp10.wav,10.0,22.575745329701988
noisy10_SNRdb_20.0_clnsp10.wav,20.0,23.079677556633467
noisy10_SNRdb_30.0_clnsp10.wav,30.0,22.804374298169062
noisy10_SNRdb_40.0_clnsp10.wav,40.0,22.31457579389236
noisy11_SNRdb_0.0_clnsp11.wav,0.0,16.498508505732502
noisy11_SNRdb_10.0_clnsp11.wav,10.0,20.812688608025613
noisy11_SNRdb_20.0_clnsp11.wav,20.0,20.553060263192116
noisy11_SNRdb_30.0_clnsp11.wav,30.0,22.1359557225435
noisy11_SNRdb_40.0_clnsp11.wav,40.0,21.594512369626404
noisy12_SNRdb_0.0_clnsp12.wav,0.0,nan
noisy12_SNRdb_10.0_clnsp12.wav,10.0,18.80880768628163
noisy12_SNRdb_20.0_clnsp12.wav,20.0,23.210620452199876
noisy12_SNRdb_30.0_clnsp12.wav,30.0,22.274215130967157
noisy12_SNRdb_40.0_clnsp12.wav,40.0,19.877476725246765
noisy13_SNRdb_0.0_clnsp13.wav,0.0,18.17948316456772
noisy13_SNRdb_10.0_clnsp13.wav,10.0,11.430057207052132
noisy13_SNRdb_20.0_clnsp13.wav,20.0,18.87005240451903
noisy13_SNRdb_30.0_clnsp13.wav,30.0,18.473081535887438
noisy13_SNRdb_40.0_clnsp13.wav,40.0,13.726758930766138
noisy14_SNRdb_0.0_clnsp14.wav,0.0,nan
noisy14_SNRdb_10.0_clnsp14.wav,10.0,21.65075656134741
noisy14_SNRdb_20.0_clnsp14.wav,20.0,20.493116749384974
noisy14_SNRdb_30.0_clnsp14.wav,30.0,21.027764046527405
noisy14_SNRdb_40.0_clnsp14.wav,40.0,19.058361150809166
noisy15_SNRdb_0.0_clnsp15.wav,0.0,8.605918396427358
noisy15_SNRdb_10.0_clnsp15.wav,10.0,21.237823478263557
noisy15_SNRdb_20.0_clnsp15.wav,20.0,21.993192731650378
noisy15_SNRdb_30.0_clnsp15.wav,30.0,22.31032682887765
